income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
62.0,195000.0,360.0,1,2,1,2,43,103.015,195000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
87.0,145000.0,360.0,1,1,1,2,36,95.0,145000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
23.0,85000.0,360.0,32,1,1,2,>60%,63.0,135000.0,2,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,0
1183.0,1005000.0,360.0,1,1,1,1,<20%,34.977,2855000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
169.0,155000.0,240.0,4,1,2,2,<20%,35.294,,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
81.0,415000.0,360.0,1,3,1,2,49,100.0,415000.0,1,1,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Male,1
,95000.0,240.0,31,1,1,2,,,145000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
98.0,135000.0,360.0,1,2,1,2,30%-<36%,96.5,135000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
393.0,645000.0,360.0,1,1,1,2,20%-<30%,64.9,995000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,1
105.0,425000.0,360.0,32,1,1,2,50%-60%,80.0,535000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
265.0,255000.0,360.0,1,1,1,2,<20%,58.14,435000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
210.0,265000.0,360.0,1,1,1,2,20%-<30%,95.0,275000.0,1,1,1,1,2,2,35-44,White,Ethnicity Not Available,Joint,1
71.0,35000.0,60.0,32,1,2,2,30%-<36%,74.4,225000.0,1,1,1,1,2,2,55-64,White,Hispanic or Latino,Male,1
145.0,25000.0,120.0,1,1,2,2,48,100.0,605000.0,1,1,1,1,2,2,35-44,Joint,Joint,Joint,1
277.0,725000.0,360.0,1,1,1,2,43,76.042,955000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
62.0,305000.0,360.0,1,2,1,2,48,96.5,315000.0,1,1,1,1,2,2,<25,Joint,Not Hispanic or Latino,Joint,1
56.0,65000.0,276.0,1,1,1,2,20%-<30%,,55000.0,1,2,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,0
54.0,275000.0,360.0,1,1,1,2,49,90.197,305000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Male,1
102.0,205000.0,360.0,1,2,1,2,48,96.5,205000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
118.0,315000.0,360.0,1,2,1,2,36,96.5,315000.0,1,1,1,2,2,2,25-34,White,Hispanic or Latino,Joint,1
185.0,615000.0,360.0,1,1,1,2,30%-<36%,95.0,645000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
66.0,125000.0,360.0,4,1,1,2,30%-<36%,44.0,285000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Sex Not Available,1
57.0,205000.0,360.0,1,1,1,2,49,71.151,295000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
240.0,125000.0,180.0,4,1,2,2,,,,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
195.0,115000.0,,4,1,2,2,>60%,49.528,955000.0,1,1,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Joint,0
140.0,395000.0,360.0,1,1,1,2,30%-<36%,80.0,485000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Female,1
191.0,225000.0,360.0,4,1,1,2,40,64.623,345000.0,3,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
43.0,45000.0,120.0,1,1,1,2,20%-<30%,35.0,135000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
124.0,325000.0,360.0,1,3,1,2,39,100.0,325000.0,1,1,1,2,2,2,25-34,White,Hispanic or Latino,Female,1
106.0,445000.0,360.0,1,2,1,2,47,96.5,455000.0,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Joint,1
140.0,315000.0,360.0,1,1,1,2,20%-<30%,80.0,395000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
95.0,435000.0,360.0,2,1,1,2,50%-60%,79.96,545000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Joint,1
105.0,145000.0,360.0,1,2,1,2,20%-<30%,96.5,145000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
93.0,175000.0,360.0,32,2,1,2,30%-<36%,80.0,225000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
97.0,235000.0,360.0,1,1,1,2,20%-<30%,65.358,365000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
75.0,395000.0,360.0,1,1,1,2,45,60.0,665000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
399.0,1335000.0,360.0,1,1,1,2,39,75.0,1775000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
92.0,5000.0,120.0,1,1,2,2,30%-<36%,103.125,245000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
105.0,235000.0,360.0,1,1,1,2,20%-<30%,58.97,395000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
83.0,145000.0,360.0,1,1,1,2,30%-<36%,97.0,155000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
59.0,215000.0,360.0,1,3,1,2,45,100.0,215000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Female,1
223.0,785000.0,360.0,1,1,1,2,38,80.0,985000.0,1,1,1,1,2,2,35-44,White,Joint,Joint,0
91.0,185000.0,180.0,1,1,1,2,20%-<30%,28.0,685000.0,1,1,1,2,2,2,45-54,Asian,Not Hispanic or Latino,Male,1
78.0,265000.0,360.0,1,1,1,2,36,95.0,285000.0,1,1,1,2,2,2,35-44,Race Not Available,Hispanic or Latino,Male,1
120.0,345000.0,360.0,1,1,1,2,20%-<30%,80.0,435000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Male,1
136.0,305000.0,360.0,4,1,1,2,30%-<36%,80.0,385000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
130.0,55000.0,240.0,32,1,2,2,30%-<36%,90.0,325000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
193.0,645000.0,360.0,1,1,1,2,30%-<36%,95.0,675000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
124.0,85000.0,360.0,32,1,1,2,20%-<30%,46.0,195000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
53.0,35000.0,360.0,2,1,2,2,50%-60%,61.33,535000.0,1,1,1,2,2,2,>74,Race Not Available,Ethnicity Not Available,Sex Not Available,0
154.0,135000.0,300.0,1,1,1,2,20%-<30%,,125000.0,1,2,1,1,2,2,25-34,Black or African American,Joint,Joint,0
0.0,185000.0,480.0,1,1,1,2,,70.0,265000.0,3,1,1,2,1,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
83.0,235000.0,360.0,1,1,1,2,30%-<36%,80.0,295000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Joint,1
84.0,145000.0,300.0,1,1,1,2,39,,155000.0,1,2,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Female,1
80.0,175000.0,360.0,1,1,1,2,40,60.0,295000.0,1,1,1,1,2,2,25-34,Asian,Joint,Joint,1
100.0,285000.0,360.0,1,2,1,2,43,101.5,295000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Joint,1
146.0,515000.0,360.0,1,3,1,2,49,100.0,515000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
140.0,225000.0,360.0,1,1,1,2,<20%,80.0,275000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Female,1
36.0,105000.0,300.0,1,1,1,2,43,,105000.0,1,2,1,1,2,2,25-34,Joint,Not Hispanic or Latino,Joint,0
252.0,445000.0,360.0,1,3,1,2,20%-<30%,100.0,435000.0,1,1,1,1,2,2,45-54,Race Not Available,Not Hispanic or Latino,Joint,1
105.0,405000.0,360.0,1,1,1,2,49,53.62,745000.0,1,1,1,1,2,2,35-44,Race Not Available,Joint,Joint,1
649.0,725000.0,360.0,1,1,1,2,20%-<30%,42.959,1695000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
96.0,185000.0,360.0,1,1,1,2,20%-<30%,80.0,235000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
22710.0,155000.0,120.0,4,1,2,2,20%-<30%,64.462,735000.0,1,1,1,1,2,2,>74,Race Not Available,Ethnicity Not Available,Joint,0
45.0,145000.0,360.0,32,2,1,2,46,80.0,175000.0,1,1,1,1,2,2,35-44,American Indian or Alaska Native,Hispanic or Latino,Male,1
9.0,15000.0,300.0,1,1,1,2,>60%,,95000.0,1,2,1,1,2,2,>74,Black or African American,Not Hispanic or Latino,Female,0
62.0,155000.0,360.0,1,1,1,2,45,90.0,175000.0,2,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Female,1
31.0,155000.0,360.0,32,3,1,2,>60%,,,1,1,1,1,2,2,65-74,Race Not Available,Not Hispanic or Latino,Female,0
165.0,395000.0,360.0,1,2,1,2,43,96.5,405000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
26.0,45000.0,180.0,2,1,1,2,38,23.529,175000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Female,1
81.0,45000.0,180.0,2,1,2,2,45,51.099,345000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
50.0,205000.0,300.0,1,1,1,2,>60%,,195000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,0
84.0,385000.0,360.0,1,1,1,2,45,95.0,405000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,1
93.0,285000.0,360.0,31,1,1,2,46,77.838,375000.0,1,1,1,2,2,2,<25,White,Not Hispanic or Latino,Joint,1
124.0,65000.0,180.0,2,1,2,2,43,85.405,345000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
188.0,355000.0,360.0,1,1,1,2,20%-<30%,75.0,475000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
68.0,535000.0,360.0,31,1,1,2,>60%,79.525,675000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
155.0,405000.0,360.0,1,1,1,2,>60%,80.0,505000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Joint,0
186.0,105000.0,120.0,4,1,2,2,20%-<30%,55.742,335000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
96.0,65000.0,360.0,1,1,1,2,<20%,97.0,65000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
117.0,145000.0,360.0,1,1,1,2,<20%,47.686,305000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
6.0,45000.0,180.0,31,1,1,2,>60%,30.959,155000.0,2,1,1,1,2,2,>74,Black or African American,Not Hispanic or Latino,Female,0
244.0,875000.0,360.0,1,2,1,2,50%-60%,96.5,885000.0,1,1,2,1,2,2,35-44,White,Joint,Male,0
80.0,205000.0,360.0,1,1,1,2,30%-<36%,72.727,275000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
49.0,95000.0,360.0,32,1,1,2,30%-<36%,80.0,125000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,0
563.0,655000.0,360.0,1,1,1,2,20%-<30%,59.091,1105000.0,1,1,1,1,2,2,45-54,Joint,Not Hispanic or Latino,Joint,1
47.0,35000.0,120.0,32,1,2,2,30%-<36%,67.179,165000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
171.0,375000.0,360.0,1,2,1,2,30%-<36%,96.5,385000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
46.0,165000.0,360.0,1,1,1,2,36,75.0,225000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
237.0,405000.0,360.0,1,1,1,2,20%-<30%,90.0,445000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
60.0,145000.0,360.0,1,3,1,2,36,,145000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
72.0,305000.0,360.0,1,1,1,2,43,73.189,405000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
83.0,275000.0,360.0,1,2,1,2,44,100.0,275000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
77.0,245000.0,360.0,1,1,1,2,37,57.831,415000.0,1,1,1,1,2,2,25-34,Joint,Not Hispanic or Latino,Joint,1
59.0,255000.0,360.0,32,3,1,2,37,,,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,0
140.0,25000.0,60.0,4,1,2,2,45,80.335,415000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
78.0,375000.0,360.0,1,1,1,2,47,85.0,445000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Female,1
48.0,75000.0,300.0,1,1,1,2,30%-<36%,,75000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,0
54.0,5000.0,120.0,1,1,2,2,43,101.5,195000.0,1,1,2,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,1
56.0,15000.0,120.0,31,1,1,2,20%-<30%,20.94,85000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Female,0
102.0,315000.0,360.0,1,3,1,2,47,,305000.0,1,1,1,1,2,2,45-54,Black or African American,Hispanic or Latino,Male,0
151.0,465000.0,360.0,32,1,1,2,30%-<36%,70.0,665000.0,1,1,1,2,2,2,45-54,Asian,Not Hispanic or Latino,Female,1
104.0,375000.0,360.0,1,1,1,2,44,86.04,435000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Female,1
644.0,1575000.0,360.0,1,1,1,2,43,89.929,1975000.0,1,1,1,2,2,2,35-44,Race Not Available,Ethnicity Not Available,Male,1
107.0,125000.0,360.0,1,1,1,2,50%-60%,90.0,145000.0,2,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
103.0,235000.0,360.0,1,1,1,2,46,80.0,295000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
25.0,75000.0,360.0,1,2,1,2,47,96.5,75000.0,1,1,2,1,2,2,35-44,White,Hispanic or Latino,Joint,0
119.0,405000.0,360.0,1,3,1,2,46,100.0,405000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
79.0,225000.0,360.0,1,1,1,2,40,80.0,285000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
83.0,325000.0,360.0,1,2,1,2,50%-60%,96.5,335000.0,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
84.0,205000.0,360.0,1,1,1,2,43,23.0,905000.0,1,1,2,1,2,2,25-34,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Female,1
76.0,65000.0,240.0,1,1,1,2,20%-<30%,,65000.0,1,2,1,2,2,2,55-64,Race Not Available,Hispanic or Latino,Female,0
228.0,75000.0,240.0,2,1,2,2,30%-<36%,70.251,505000.0,1,1,1,1,2,2,35-44,White,Joint,Joint,1
64.0,5000.0,60.0,2,1,2,2,20%-<30%,19.0,245000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
169.0,35000.0,120.0,2,1,2,2,30%-<36%,76.669,775000.0,1,1,1,1,2,2,35-44,Joint,Not Hispanic or Latino,Joint,1
339.0,1085000.0,360.0,1,1,1,2,41,76.982,1415000.0,1,1,1,2,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
89.0,335000.0,360.0,1,1,1,2,41,80.0,425000.0,1,1,1,2,2,2,55-64,Asian,Not Hispanic or Latino,Joint,1
113.0,255000.0,360.0,31,1,1,2,20%-<30%,77.039,335000.0,1,1,1,1,2,2,<25,White,Hispanic or Latino,Joint,1
64.0,235000.0,360.0,1,1,1,1,46,95.0,255000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Female,1
,35000.0,360.0,32,1,2,2,,,645000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
59.0,255000.0,360.0,1,1,1,2,48,80.0,325000.0,1,1,1,2,2,2,<25,White,Not Hispanic or Latino,Female,1
366.0,435000.0,360.0,1,1,1,2,<20%,79.63,545000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
73.0,75000.0,240.0,31,1,1,2,30%-<36%,67.0,105000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
88.0,385000.0,360.0,1,2,1,2,50%-60%,100.0,395000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,1
72.0,225000.0,360.0,1,1,1,2,>60%,80.0,285000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,0
111.0,55000.0,120.0,32,1,2,2,<20%,71.903,205000.0,1,1,1,1,2,2,45-54,White,Ethnicity Not Available,Joint,0
114.0,355000.0,360.0,1,2,1,2,36,96.5,355000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
139.0,315000.0,360.0,1,1,1,1,38,96.93,325000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Joint,1
97.0,275000.0,360.0,1,3,1,2,30%-<36%,,265000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
40.0,135000.0,300.0,1,1,1,2,>60%,75.17,,1,2,1,2,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,0
104.0,165000.0,240.0,1,1,1,2,41,97.24,165000.0,1,2,1,2,2,2,65-74,Black or African American,Ethnicity Not Available,Male,1
133.0,295000.0,360.0,32,3,1,2,20%-<30%,77.37,385000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
287.0,425000.0,360.0,1,1,1,2,20%-<30%,80.0,535000.0,2,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Joint,1
498.0,1285000.0,360.0,1,1,1,2,20%-<30%,80.0,1605000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
63.0,275000.0,360.0,1,2,1,2,45,100.14,275000.0,1,1,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
153.0,555000.0,360.0,1,1,1,2,45,80.0,695000.0,1,1,1,2,2,2,55-64,White,Joint,Joint,1
106.0,305000.0,360.0,32,3,1,2,>60%,100.0,305000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
79.0,325000.0,360.0,1,1,1,1,45,80.0,415000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Female,1
180.0,425000.0,360.0,1,1,1,2,43,97.0,445000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
98.0,85000.0,240.0,1,1,1,2,20%-<30%,,85000.0,1,2,1,1,2,2,>74,White,Not Hispanic or Latino,Male,0
111.0,345000.0,360.0,1,2,1,1,50%-60%,96.5,355000.0,1,2,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
47.0,185000.0,360.0,1,1,1,2,49,80.0,235000.0,1,1,1,1,2,2,55-64,Black or African American,Ethnicity Not Available,Female,1
88.0,225000.0,360.0,1,2,1,2,20%-<30%,90.0,245000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
139.0,335000.0,360.0,32,1,1,2,30%-<36%,60.219,545000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
180.0,65000.0,240.0,1,1,2,2,20%-<30%,97.0,415000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
59.0,225000.0,360.0,1,2,1,2,50%-60%,96.5,225000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
58.0,305000.0,372.0,1,1,1,2,>60%,,315000.0,1,2,1,1,1,2,<25,Race Not Available,Hispanic or Latino,Male,0
144.0,695000.0,360.0,1,3,1,2,47,100.0,695000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
72.0,175000.0,180.0,32,1,1,2,20%-<30%,40.698,435000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
40.0,55000.0,180.0,31,1,1,2,39,7.182,775000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Female,0
157.0,655000.0,360.0,1,1,1,2,40,69.0,955000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
63.0,95000.0,360.0,1,1,1,2,38,95.0,95000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
68.0,45000.0,360.0,1,1,1,2,<20%,97.0,45000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
42.0,105000.0,360.0,1,2,1,2,41,105.591,115000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
40.0,65000.0,300.0,1,1,1,2,>60%,,65000.0,3,2,1,1,2,2,55-64,White,Ethnicity Not Available,Female,0
340.0,1295000.0,360.0,1,3,1,2,48,100.0,1295000.0,1,1,1,1,2,2,45-54,Joint,Hispanic or Latino,Joint,1
79.0,255000.0,360.0,1,1,1,2,49,71.429,355000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
100.0,195000.0,360.0,1,2,1,2,40,96.5,195000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
77.0,335000.0,360.0,1,3,1,2,50%-60%,100.0,335000.0,1,1,1,1,2,2,55-64,Black or African American,Not Hispanic or Latino,Joint,1
94.0,205000.0,360.0,1,1,1,2,37,80.0,255000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
54.0,135000.0,360.0,32,1,1,2,30%-<36%,80.0,175000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
106.0,295000.0,360.0,1,1,1,2,30%-<36%,80.0,365000.0,1,1,1,1,2,2,65-74,Joint,Not Hispanic or Latino,Joint,1
402.0,2905000.0,360.0,1,1,1,2,>60%,41.458,6995000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
243.0,215000.0,163.0,1,3,1,2,20%-<30%,56.51,375000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
40.0,55000.0,360.0,32,1,1,2,20%-<30%,16.94,295000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Female,1
84.0,165000.0,360.0,1,1,1,2,30%-<36%,97.0,165000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,1
57.0,205000.0,360.0,31,1,1,2,46,41.0,505000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Joint,1
250.0,305000.0,360.0,1,1,1,2,20%-<30%,75.0,405000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
24.0,85000.0,300.0,1,1,1,2,>60%,,85000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
,155000.0,360.0,32,2,1,2,,,185000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,0
20.0,65000.0,300.0,1,1,1,2,>60%,,65000.0,1,2,1,1,2,2,55-64,Black or African American,Ethnicity Not Available,Female,0
97.0,505000.0,360.0,1,3,1,2,50%-60%,100.0,505000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
79.0,345000.0,360.0,1,2,1,2,50%-60%,95.0,355000.0,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
52.0,55000.0,120.0,4,1,2,2,42,49.37,395000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
180.0,305000.0,360.0,32,1,1,2,20%-<30%,72.289,415000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
86.0,205000.0,360.0,1,4,1,2,30%-<36%,93.204,225000.0,1,1,1,1,2,2,35-44,2 or more minority races,Hispanic or Latino,Male,1
295.0,625000.0,360.0,1,1,1,2,42,80.0,775000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
38.0,135000.0,360.0,1,1,1,2,37,97.0,145000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
131.0,265000.0,360.0,1,1,1,2,20%-<30%,98.571,285000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
282.0,1125000.0,360.0,1,1,1,2,47,80.0,1405000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
388.0,155000.0,360.0,1,1,1,2,30%-<36%,75.0,215000.0,3,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
80.0,165000.0,360.0,1,1,1,2,30%-<36%,75.0,215000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Female,1
68.0,75000.0,360.0,2,2,1,2,50%-60%,16.06,435000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Female,1
166.0,505000.0,360.0,1,1,1,2,36,80.0,635000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Joint,1
165.0,555000.0,360.0,1,1,1,2,47,80.0,695000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
87.0,285000.0,360.0,1,2,1,2,44,96.5,285000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Joint,1
143.0,435000.0,360.0,1,1,1,2,47,76.858,565000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Sex Not Available,1
43.0,145000.0,300.0,1,1,1,2,>60%,95.052,155000.0,1,2,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Female,0
41.0,75000.0,360.0,1,1,1,1,30%-<36%,72.6970996977063,95000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Female,1
52.0,115000.0,,4,1,1,2,50%-60%,64.706,175000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,0
119.0,585000.0,360.0,1,1,1,2,49,80.0,725000.0,1,1,1,2,2,2,35-44,White,Hispanic or Latino,Female,1
279.0,125000.0,360.0,4,1,2,2,30%-<36%,71.065,655000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
192.0,355000.0,360.0,1,2,1,1,20%-<30%,96.5,365000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
75.0,405000.0,360.0,1,3,1,2,50%-60%,100.0,395000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
184.0,105000.0,180.0,4,1,2,2,40,78.271,655000.0,1,1,1,1,2,2,45-54,White,Hispanic or Latino,Joint,0
136.0,275000.0,,1,1,1,2,20%-<30%,80.0,345000.0,1,1,1,2,2,2,35-44,Joint,Joint,Joint,1
125.0,355000.0,360.0,32,1,1,2,38,40.0,885000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
