income,loan_amount,loan_term,loan_purpose,loan_type,lien_status,preapproval,debt_to_income_ratio,combined_loan_to_value_ratio,property_value,occupancy_type,construction_method,total_units,submission_of_application,interest_only_payment,balloon_payment,applicant_age,derived_race,derived_ethnicity,derived_sex,LoanApproved
40.0,185000.0,360.0,1,1,1,2,48,57.0,325000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Female,1
65.0,125000.0,360.0,32,3,1,2,45,,,1,1,1,1,2,2,55-64,Black or African American,Hispanic or Latino,Female,0
236.0,225000.0,360.0,1,1,1,2,44,70.0,325000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
380.0,1525000.0,360.0,1,1,1,2,44,90.0,1705000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
71.0,35000.0,60.0,2,1,2,2,,,,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
105.0,235000.0,360.0,1,2,1,2,50%-60%,96.5,235000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
133.0,395000.0,360.0,1,2,1,2,46,90.588,425000.0,1,1,1,1,2,2,35-44,White,Joint,Male,1
154.0,605000.0,360.0,1,1,1,2,48,95.0,635000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
179.0,695000.0,360.0,1,1,1,2,48,80.0,875000.0,1,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Joint,1
693.0,655000.0,360.0,4,1,1,2,40,54.545,1105000.0,2,1,1,1,1,2,65-74,White,Not Hispanic or Latino,Male,1
165.0,335000.0,360.0,1,1,1,2,47,78.824,425000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
1114.0,1355000.0,360.0,1,1,1,2,30%-<36%,90.0,1515000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
95.0,355000.0,360.0,32,1,1,2,30%-<36%,77.0,465000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Joint,0
169.0,395000.0,360.0,1,3,1,2,36,100.0,385000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
65.0,65000.0,180.0,1,1,1,2,30%-<36%,80.0,85000.0,2,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
256.0,725000.0,360.0,4,1,1,2,40,53.26,1365000.0,1,1,1,1,1,2,65-74,White,Not Hispanic or Latino,Joint,1
69.0,25000.0,180.0,2,1,2,2,36,38.926,155000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Sex Not Available,1
76.0,245000.0,360.0,1,1,1,2,45,95.0,255000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
107.0,405000.0,360.0,1,1,1,2,40,40.0,1005000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
93.0,125000.0,300.0,32,1,2,2,37,62.079,705000.0,1,1,1,1,1,2,55-64,White,Not Hispanic or Latino,Female,1
42.0,185000.0,360.0,1,1,1,2,42,97.0,185000.0,1,1,1,2,2,2,<25,White,Not Hispanic or Latino,Female,1
99.0,15000.0,48.0,1,1,2,2,46,99.675,315000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
98.0,495000.0,360.0,1,3,1,2,>60%,100.0,495000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,0
,45000.0,360.0,1,2,1,2,,,,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,0
248.0,475000.0,360.0,1,1,1,2,40,80.0,595000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
169.0,135000.0,180.0,31,1,1,2,20%-<30%,67.5,205000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
135.0,295000.0,366.0,1,2,1,2,45,86.145,335000.0,1,2,1,1,1,2,25-34,Race Not Available,Ethnicity Not Available,Female,1
153.0,725000.0,360.0,31,2,1,2,50%-60%,78.67,905000.0,1,1,2,2,2,2,35-44,Black or African American,Hispanic or Latino,Female,1
294.0,995000.0,360.0,1,1,1,2,30%-<36%,90.0,1115000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,1
100.0,205000.0,360.0,32,2,1,2,47,80.0,255000.0,1,1,1,2,2,2,35-44,White,Ethnicity Not Available,Male,0
118.0,365000.0,360.0,32,2,1,2,41,64.195,555000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Joint,1
115.0,255000.0,360.0,1,3,1,2,42,100.0,255000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Male,1
60.0,285000.0,360.0,1,1,1,2,41,80.0,355000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
201.0,535000.0,360.0,1,1,1,2,41,97.0,555000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
275.0,775000.0,360.0,1,1,1,2,20%-<30%,70.0,1105000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
140.0,45000.0,180.0,2,1,2,2,30%-<36%,37.7,205000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
186.0,85000.0,240.0,2,1,2,2,<20%,64.559,295000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
220.0,565000.0,360.0,1,3,1,2,40,100.0,565000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
61.0,85000.0,360.0,4,1,2,2,38,78.954,355000.0,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Female,1
274.0,305000.0,360.0,32,1,1,2,20%-<30%,70.0,435000.0,1,1,1,2,2,2,55-64,White,Not Hispanic or Latino,Male,1
156.0,445000.0,360.0,1,1,1,2,45,80.0,555000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
58.0,25000.0,72.0,4,1,2,2,50%-60%,58.286,175000.0,1,2,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,0
75.0,355000.0,360.0,1,3,1,2,>60%,100.0,355000.0,1,1,1,1,2,2,65-74,White,Joint,Joint,1
93.0,325000.0,360.0,1,1,1,2,41,75.0,425000.0,3,1,1,1,2,2,45-54,White,Joint,Male,1
128.0,105000.0,240.0,4,1,2,2,<20%,69.449,,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,0
118.0,525000.0,336.0,1,3,1,2,50%-60%,,,1,1,1,1,2,2,>74,White,Not Hispanic or Latino,Male,1
120.0,115000.0,300.0,1,1,1,2,,94.996,125000.0,1,2,1,2,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,0
33.0,115000.0,300.0,1,1,1,2,45,,115000.0,1,2,1,1,2,2,<25,Race Not Available,Ethnicity Not Available,Male,0
85.0,325000.0,360.0,1,1,1,2,30%-<36%,80.0,405000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Male,0
98.0,395000.0,360.0,1,2,1,2,39,91.88,425000.0,1,1,4,2,2,2,35-44,White,Hispanic or Latino,Male,1
132.0,15000.0,360.0,1,1,2,2,47,104.081,285000.0,1,1,1,1,2,1,<25,Joint,Not Hispanic or Latino,Joint,1
31.0,85000.0,276.0,1,1,1,2,50%-60%,,75000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
56.0,215000.0,360.0,1,3,1,2,44,100.0,215000.0,1,1,1,1,2,2,<25,White,Ethnicity Not Available,Male,1
118.0,355000.0,360.0,1,2,1,2,50%-60%,96.5,365000.0,1,1,1,2,2,2,25-34,Joint,Not Hispanic or Latino,Joint,1
67.0,205000.0,360.0,32,3,1,2,39,75.472,265000.0,1,1,1,1,2,2,65-74,Black or African American,Not Hispanic or Latino,Male,1
62.0,5000.0,120.0,1,1,2,2,20%-<30%,101.972,185000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
150.0,295000.0,360.0,1,3,1,2,42,90.0,325000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
,505000.0,360.0,1,1,1,2,44,95.0,535000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Female,1
0.0,45000.0,120.0,4,1,2,2,<20%,56.212,305000.0,1,1,1,1,2,2,55-64,Joint,Not Hispanic or Latino,Joint,0
88.0,85000.0,180.0,4,1,2,2,39,68.332,415000.0,1,1,1,1,2,2,35-44,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,Joint,0
115.0,605000.0,360.0,31,1,1,2,48,80.0,755000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Male,0
71.0,255000.0,360.0,1,2,1,2,43,100.546,265000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
143.0,55000.0,360.0,4,1,2,2,30%-<36%,61.71,325000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
79.0,285000.0,360.0,1,2,1,2,48,96.5,265000.0,1,1,1,2,2,2,25-34,Black or African American,Not Hispanic or Latino,Female,1
61.0,245000.0,360.0,1,2,1,2,46,99.45,255000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
28.0,35000.0,360.0,4,2,1,2,20%-<30%,55.38,65000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Male,1
45.0,195000.0,360.0,1,1,1,2,50%-60%,95.0,215000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,0
74.0,195000.0,170.0,1,1,1,2,>60%,,195000.0,1,2,1,1,2,2,>74,Black or African American,Not Hispanic or Latino,Joint,0
36.0,105000.0,360.0,32,2,1,2,30%-<36%,80.0,125000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Female,0
184.0,275000.0,360.0,1,1,1,2,20%-<30%,95.0,295000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
145.0,145000.0,180.0,31,1,2,2,40,67.424,385000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
138.0,255000.0,360.0,1,1,1,2,44,90.0,285000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
78.0,65000.0,360.0,1,1,1,2,<20%,80.0,85000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,1
147.0,585000.0,360.0,1,3,1,2,50%-60%,100.0,565000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
106.0,355000.0,360.0,1,1,1,2,46,90.0,395000.0,1,1,1,1,2,2,55-64,Race Not Available,Ethnicity Not Available,Joint,1
49.0,105000.0,300.0,1,1,1,2,20%-<30%,,115000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,1
74.0,265000.0,360.0,1,3,1,2,39,100.0,255000.0,1,1,1,2,2,2,25-34,Race Not Available,Not Hispanic or Latino,Male,1
133.0,455000.0,360.0,1,1,1,2,37,102.0,565000.0,1,1,1,1,2,2,45-54,Asian,Not Hispanic or Latino,Joint,1
69.0,315000.0,360.0,1,3,1,2,50%-60%,100.0,305000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
129.0,435000.0,360.0,1,2,1,2,44,96.5,445000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Joint,1
90.0,175000.0,360.0,32,1,1,2,20%-<30%,70.0,255000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Sex Not Available,0
68.0,5000.0,360.0,1,1,2,2,37,99.685,225000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
98.0,225000.0,300.0,1,1,1,2,30%-<36%,,225000.0,1,2,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
56.0,165000.0,360.0,1,1,1,2,30%-<36%,90.0,185000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
449.0,515000.0,240.0,31,1,1,2,<20%,43.83,1175000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
0.0,185000.0,360.0,1,1,1,2,<20%,80.0,235000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,0
104.0,325000.0,360.0,1,3,1,2,44,,325000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
79.0,155000.0,240.0,2,1,2,2,50%-60%,39.0,555000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
167.0,835000.0,360.0,1,1,1,2,44,75.0,1115000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Female,1
90.0,175000.0,360.0,1,2,1,2,38,96.5,175000.0,1,2,1,2,2,2,25-34,White,Not Hispanic or Latino,Joint,1
83.0,35000.0,120.0,2,1,2,2,37,49.87,225000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
154.0,245000.0,360.0,32,1,1,2,20%-<30%,52.77,475000.0,1,1,1,1,1,2,65-74,White,Not Hispanic or Latino,Joint,1
84.0,145000.0,360.0,31,1,1,2,30%-<36%,41.036,355000.0,1,1,1,1,2,2,25-34,White,Ethnicity Not Available,Joint,1
89.0,195000.0,360.0,1,2,1,2,44,101.452,205000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
78.0,275000.0,360.0,1,1,1,2,43,95.0,285000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Female,1
54.0,55000.0,120.0,31,1,1,2,>60%,35.361,155000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,0
68.0,225000.0,360.0,1,1,1,2,39,90.0,255000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
29.0,35000.0,276.0,1,1,1,2,50%-60%,,65000.0,1,2,1,1,2,2,45-54,Black or African American,Ethnicity Not Available,Female,0
24.0,75000.0,360.0,1,1,1,2,40,69.298,115000.0,2,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
125.0,215000.0,360.0,1,1,1,2,41,80.0,265000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
172.0,275000.0,360.0,1,1,1,2,20%-<30%,63.472,435000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
63.0,35000.0,180.0,2,1,2,2,41,65.758,335000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Male,1
110.0,555000.0,360.0,1,1,1,2,>60%,89.99,625000.0,1,1,1,1,1,2,65-74,White,Not Hispanic or Latino,Male,0
111.0,235000.0,360.0,1,1,1,2,20%-<30%,95.0,255000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
261.0,355000.0,360.0,1,1,1,2,43,90.0,395000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
44.0,135000.0,360.0,1,4,1,2,38,85.251,155000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Female,1
175.0,405000.0,360.0,1,1,1,2,48,95.0,435000.0,1,1,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
141.0,745000.0,360.0,32,3,1,2,47,92.5,805000.0,1,1,1,1,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,0
174.0,265000.0,360.0,1,2,1,2,30%-<36%,96.5,265000.0,1,1,1,2,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
252.0,365000.0,360.0,32,1,1,2,20%-<30%,80.0,455000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
44.0,65000.0,240.0,4,1,2,2,50%-60%,71.772,275000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,0
142.0,165000.0,120.0,31,1,1,2,<20%,35.383,605000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
57.0,245000.0,360.0,1,3,1,1,41,100.0,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
117.0,495000.0,360.0,1,1,1,2,46,76.56,645000.0,1,1,1,1,2,2,45-54,White,Joint,Joint,1
72.0,135000.0,360.0,1,2,1,2,47,96.5,135000.0,1,1,1,2,2,2,45-54,Black or African American,Not Hispanic or Latino,Female,1
60.0,165000.0,360.0,1,1,1,2,30%-<36%,94.986,175000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
41.0,105000.0,291.0,32,2,1,2,44,63.16,175000.0,1,1,1,1,2,2,45-54,American Indian or Alaska Native,Not Hispanic or Latino,Male,1
155.0,395000.0,360.0,1,2,1,2,50%-60%,100.698,405000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Female,1
,165000.0,360.0,1,1,1,2,30%-<36%,78.049,205000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
166.0,65000.0,180.0,2,1,2,2,30%-<36%,73.02,315000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,0
100.0,105000.0,240.0,32,1,2,2,45,88.511,475000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
51.0,135000.0,360.0,1,1,1,2,30%-<36%,83.369,165000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
128.0,285000.0,360.0,1,1,1,2,30%-<36%,77.85,365000.0,1,1,1,2,2,2,45-54,Race Not Available,Ethnicity Not Available,Joint,1
41.0,175000.0,300.0,1,1,1,2,>60%,,175000.0,1,2,1,1,2,2,45-54,American Indian or Alaska Native,Not Hispanic or Latino,Female,0
118.0,425000.0,360.0,1,3,1,2,46,95.0,435000.0,1,1,1,1,2,2,55-64,Joint,Not Hispanic or Latino,Joint,1
85.0,5000.0,120.0,1,1,2,2,42,101.5,185000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Sex Not Available,1
54.0,105000.0,240.0,32,2,1,2,41,49.5,205000.0,1,1,1,1,2,2,>74,Race Not Available,Ethnicity Not Available,Sex Not Available,0
244.0,675000.0,360.0,1,1,1,2,49,90.0,755000.0,1,1,1,2,2,2,35-44,Black or African American,Not Hispanic or Latino,Male,1
81.0,215000.0,360.0,32,1,1,2,41,66.912,315000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,0
45.0,75000.0,300.0,1,1,1,2,>60%,,85000.0,1,2,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Joint,0
84.0,205000.0,360.0,1,1,1,2,38,85.01,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
179.0,765000.0,360.0,1,1,1,1,42,79.979,955000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
60.0,35000.0,240.0,32,1,2,2,37,67.765,275000.0,1,1,1,1,2,2,25-34,Black or African American,Not Hispanic or Latino,Male,0
65.0,245000.0,360.0,1,2,1,2,50%-60%,96.5,245000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
107.0,335000.0,360.0,1,2,1,2,49,96.5,345000.0,1,1,1,2,2,2,65-74,Race Not Available,Ethnicity Not Available,Sex Not Available,1
93.0,535000.0,360.0,1,1,1,2,50%-60%,80.0,675000.0,1,1,1,2,2,2,25-34,White,Not Hispanic or Latino,Male,0
69.0,95000.0,360.0,2,1,1,2,30%-<36%,40.44,235000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
85.0,215000.0,360.0,1,2,1,2,38,101.149,215000.0,1,2,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,1
275.0,545000.0,360.0,1,1,1,2,45,95.0,575000.0,1,1,1,1,2,2,35-44,Race Not Available,Hispanic or Latino,Male,1
54.0,115000.0,360.0,1,2,1,2,50%-60%,96.5,115000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Female,1
84.0,145000.0,360.0,31,2,1,2,38,50.909,275000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Female,0
92.0,255000.0,360.0,1,1,1,2,50%-60%,101.75,255000.0,1,1,1,1,2,2,<25,Joint,Joint,Joint,0
45.0,75000.0,180.0,4,1,1,2,49,53.731,135000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
222.0,945000.0,360.0,1,3,1,2,50%-60%,95.0,985000.0,1,1,1,2,2,2,45-54,White,Not Hispanic or Latino,Male,1
51.0,85000.0,300.0,1,1,1,2,30%-<36%,,95000.0,1,2,1,1,2,2,<25,Joint,Not Hispanic or Latino,Joint,1
56.0,125000.0,360.0,1,1,1,2,20%-<30%,80.0,155000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Joint,1
,205000.0,360.0,1,1,1,1,30%-<36%,80.0,255000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Male,1
204.0,535000.0,360.0,1,1,1,2,30%-<36%,90.0,595000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
34.0,95000.0,360.0,1,1,1,2,49,76.423,125000.0,1,1,1,1,2,2,55-64,White,Hispanic or Latino,Male,1
166.0,205000.0,360.0,32,1,1,2,42,42.0,485000.0,3,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Sex Not Available,0
54.0,165000.0,360.0,32,1,1,2,30%-<36%,41.558,385000.0,1,1,1,2,2,2,55-64,White,Ethnicity Not Available,Male,1
140.0,505000.0,360.0,1,1,1,2,49,58.411,855000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
99.0,245000.0,360.0,1,1,1,1,38,95.0,255000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
22.0,85000.0,360.0,32,2,1,2,43,73.28,115000.0,1,1,1,1,2,2,>74,Black or African American,Not Hispanic or Latino,Female,0
41.0,95000.0,360.0,1,1,1,2,40,37.255,255000.0,1,1,1,1,2,2,65-74,Race Not Available,Ethnicity Not Available,Female,1
106.0,365000.0,360.0,1,3,1,2,47,101.293,375000.0,1,1,1,1,2,2,25-34,White,Joint,Joint,1
54.0,25000.0,120.0,2,1,2,2,50%-60%,50.0,175000.0,1,1,1,1,2,2,35-44,Asian,Not Hispanic or Latino,Joint,0
117.0,65000.0,360.0,4,1,2,2,36,70.081,585000.0,1,1,1,1,2,2,45-54,Race Not Available,Hispanic or Latino,Female,1
64.0,145000.0,360.0,32,2,1,2,30%-<36%,79.775,175000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
117.0,415000.0,360.0,1,3,1,2,50%-60%,100.0,415000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
86.0,295000.0,360.0,1,3,1,2,47,,315000.0,1,1,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,1
107.0,315000.0,360.0,1,1,1,2,30%-<36%,80.0,395000.0,1,1,1,1,2,2,65-74,White,Not Hispanic or Latino,Joint,1
116.0,315000.0,360.0,1,1,1,2,48,95.0,335000.0,1,1,1,2,2,2,35-44,Asian,Not Hispanic or Latino,Male,1
64.0,145000.0,360.0,1,1,1,2,30%-<36%,80.0,185000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Female,1
85.0,105000.0,360.0,4,1,2,2,>60%,75.861,605000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Joint,0
136.0,315000.0,360.0,1,1,1,2,20%-<30%,80.0,395000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Joint,1
57.0,205000.0,360.0,1,1,1,2,46,90.0,225000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
95.0,305000.0,360.0,32,1,1,2,45,75.0,405000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
133.0,445000.0,360.0,1,1,1,2,40,69.219,655000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
114.0,295000.0,360.0,1,1,1,2,44,85.0,345000.0,1,1,1,2,2,2,35-44,White,Not Hispanic or Latino,Joint,1
207.0,505000.0,360.0,1,1,1,2,30%-<36%,70.0,715000.0,1,1,1,1,2,2,25-34,Asian,Not Hispanic or Latino,Joint,1
216.0,615000.0,360.0,1,2,1,2,46,90.0,675000.0,1,1,1,1,2,2,35-44,Asian,Joint,Joint,1
94.0,35000.0,180.0,32,1,2,2,46,79.968,285000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
68.0,335000.0,360.0,1,3,1,2,>60%,100.0,335000.0,1,1,1,1,2,2,35-44,White,Not Hispanic or Latino,Male,1
126.0,235000.0,360.0,1,1,1,2,30%-<36%,99.0,245000.0,1,1,1,1,2,2,45-54,Black or African American,Ethnicity Not Available,Male,1
73.0,295000.0,360.0,1,2,1,2,39,102.29,315000.0,1,1,1,1,2,2,35-44,American Indian or Alaska Native,Not Hispanic or Latino,Female,1
199.0,255000.0,360.0,1,1,1,2,<20%,80.0,325000.0,1,1,1,1,2,2,25-34,Race Not Available,Hispanic or Latino,Female,1
26.0,45000.0,360.0,1,2,1,2,42,103.667,45000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,1
101.0,115000.0,240.0,1,1,1,2,44,98.3,115000.0,1,2,1,2,2,2,55-64,Race Not Available,Hispanic or Latino,Female,0
2400.0,505000.0,360.0,4,1,2,2,<20%,60.038,,1,1,1,1,2,2,55-64,Asian,Not Hispanic or Latino,Male,0
204.0,555000.0,360.0,1,1,1,2,20%-<30%,88.0,635000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
485.0,185000.0,360.0,2,1,2,2,20%-<30%,79.855,795000.0,1,1,1,1,2,2,35-44,White,Hispanic or Latino,Male,1
110.0,325000.0,360.0,1,1,1,2,20%-<30%,75.0,435000.0,3,1,2,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
57.0,185000.0,360.0,32,1,1,2,49,59.968,305000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Male,0
60.0,225000.0,360.0,1,3,1,2,46,100.0,225000.0,1,1,1,1,2,2,25-34,Race Not Available,Ethnicity Not Available,Male,1
38.0,95000.0,360.0,31,1,1,2,40,66.0,145000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
40.0,95000.0,300.0,1,1,1,2,48,,95000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Male,1
152.0,205000.0,360.0,1,1,1,2,<20%,68.707,295000.0,1,1,1,1,2,2,55-64,White,Not Hispanic or Latino,Joint,1
86.0,185000.0,360.0,32,1,1,2,>60%,77.049,245000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,0
99.0,225000.0,360.0,1,1,1,2,39,69.231,325000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Joint,1
57.0,45000.0,240.0,32,1,2,2,50%-60%,40.102,915000.0,1,1,1,1,2,2,65-74,Asian,Not Hispanic or Latino,Male,1
78.0,165000.0,360.0,32,2,1,2,20%-<30%,57.447,285000.0,1,1,1,1,2,2,45-54,Race Not Available,Ethnicity Not Available,Male,1
62.0,225000.0,360.0,1,2,1,2,44,102.5,225000.0,1,1,1,1,2,2,25-34,White,Not Hispanic or Latino,Male,1
178.0,35000.0,180.0,4,1,2,2,20%-<30%,97.854,415000.0,1,2,1,1,2,2,35-44,Race Not Available,Ethnicity Not Available,Sex Not Available,0
240.0,135000.0,300.0,1,1,1,2,<20%,,155000.0,1,2,1,1,2,2,25-34,White,Hispanic or Latino,Joint,0
111.0,55000.0,240.0,32,1,2,2,20%-<30%,57.0,365000.0,1,1,1,1,2,2,45-54,White,Not Hispanic or Latino,Male,1
65.0,185000.0,360.0,1,1,1,1,36,80.0,225000.0,1,1,1,1,2,2,<25,White,Not Hispanic or Latino,Male,1
128.0,245000.0,360.0,1,2,1,2,49,98.189,255000.0,1,2,1,1,2,2,45-54,Black or African American,Not Hispanic or Latino,Joint,1
